customer_id,tenure_months,contract_type,internet_service,payment_method,monthly_charges,total_charges,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,churn,satisfaction_score,account_creation_date,last_activity_date,customer_segment,risk_tier
CUS0002371,15,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),124.5,1790.06,1,0,1,0,0,0,1,6.1,2023-10-03,2024-12-12,Developing,High
CUS0002372,23,Two Year,Fiber Optic,Credit Card (Automatic),81.72,1902.96,0,1,1,0,0,1,0,6.9,2023-02-01,2024-12-30,Developing,Medium
CUS0002373,13,Month-to-Month,DSL,Electronic Check,66.59,897.65,0,0,0,1,1,0,0,5.2,2023-12-03,2024-12-27,Developing,High
CUS0002374,20,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),131.38,2697.47,0,1,1,1,1,0,0,10.0,2023-05-04,2024-12-02,Developing,High
CUS0002375,18,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),75.34,1304.34,0,1,1,0,1,0,0,5.6,2023-07-04,2024-12-08,Developing,High
CUS0002376,19,One Year,Fiber Optic,Mailed Check,129.65,2574.02,1,1,0,1,1,0,0,9.6,2023-06-03,2024-12-12,Developing,Medium
CUS0002377,21,Month-to-Month,No Internet,Bank Transfer (Automatic),40.55,814.91,1,0,0,0,0,1,0,7.7,2023-04-03,2024-12-17,Developing,High
CUS0002378,17,Two Year,No Internet,Credit Card (Automatic),61.27,1047.52,0,0,0,1,0,0,0,9.1,2023-08-03,2024-12-18,Developing,Medium
CUS0002379,13,Two Year,DSL,Electronic Check,70.82,961.63,1,1,0,1,0,1,0,6.0,2023-12-03,2024-12-08,Developing,Medium
CUS0002380,24,Two Year,DSL,Credit Card (Automatic),63.76,1579.55,1,0,0,0,0,1,0,7.8,2023-01-02,2024-12-14,Developing,Low
CUS0002381,22,Month-to-Month,DSL,Electronic Check,64.77,1450.71,0,1,0,1,1,1,1,3.7,2023-03-04,2024-12-08,Developing,High
CUS0002382,19,Two Year,DSL,Bank Transfer (Automatic),67.1,1320.33,0,1,0,1,1,0,1,7.8,2023-06-03,2024-12-14,Developing,Low
CUS0002383,17,One Year,No Internet,Bank Transfer (Automatic),52.52,908.31,1,1,0,0,1,1,0,9.8,2023-08-03,2024-12-18,Developing,Medium
CUS0002384,15,Month-to-Month,Fiber Optic,Mailed Check,100.17,1435.68,0,1,0,1,1,0,1,4.1,2023-10-03,2024-12-11,Developing,High
CUS0002385,24,Month-to-Month,Fiber Optic,Electronic Check,115.32,2726.41,1,0,0,0,1,1,0,8.3,2023-01-02,2024-12-03,Developing,High
CUS0002386,21,Month-to-Month,No Internet,Electronic Check,49.07,1022.96,0,0,1,0,0,0,0,8.5,2023-04-03,2024-12-04,Developing,High
CUS0002387,13,Month-to-Month,DSL,Credit Card (Automatic),55.41,723.67,1,0,0,0,0,0,0,8.4,2023-12-03,2024-12-14,Developing,High
CUS0002388,13,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),100.89,1276.11,0,1,1,0,1,1,0,8.1,2023-12-03,2024-12-12,Developing,High
CUS0002389,13,Two Year,No Internet,Electronic Check,55.75,752.38,0,1,1,0,1,1,0,8.0,2023-12-03,2024-12-12,Developing,Medium
CUS0002390,15,Month-to-Month,Fiber Optic,Electronic Check,105.22,1535.48,1,1,0,1,0,1,1,6.3,2023-10-03,2024-12-13,Developing,High
CUS0002391,24,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),86.73,2114.32,0,1,1,0,1,0,0,6.9,2023-01-02,2024-12-22,Developing,High
CUS0002392,18,Two Year,DSL,Bank Transfer (Automatic),39.84,744.13,0,1,0,0,0,0,0,8.5,2023-07-04,2024-12-05,Developing,Medium
CUS0002393,22,Month-to-Month,Fiber Optic,Credit Card (Automatic),83.87,1888.1,0,1,0,0,0,1,0,7.4,2023-03-04,2024-12-12,Developing,High
CUS0002394,23,Two Year,DSL,Electronic Check,55.1,1221.17,1,0,1,1,0,0,0,10.0,2023-02-01,2024-12-22,Developing,Medium
CUS0002395,15,Month-to-Month,Fiber Optic,Mailed Check,100.01,1567.87,1,1,0,0,1,1,1,7.0,2023-10-03,2024-12-28,Developing,High
CUS0002396,20,One Year,Fiber Optic,Bank Transfer (Automatic),104.67,2007.97,0,0,0,0,0,0,0,5.6,2023-05-04,2024-12-18,Developing,High
CUS0002397,22,Month-to-Month,DSL,Electronic Check,64.02,1366.2,0,0,1,1,1,0,1,6.3,2023-03-04,2024-12-30,Developing,High
CUS0002398,14,One Year,DSL,Bank Transfer (Automatic),51.58,696.07,0,1,0,0,1,0,0,8.7,2023-11-02,2024-12-17,Developing,Medium
CUS0002399,21,Month-to-Month,Fiber Optic,Credit Card (Automatic),103.47,2209.14,0,1,1,0,0,1,0,9.1,2023-04-03,2024-12-18,Developing,High
CUS0002400,15,One Year,No Internet,Electronic Check,79.34,1226.68,0,1,1,1,1,1,0,8.6,2023-10-03,2024-12-12,Developing,Medium
CUS0002401,17,Month-to-Month,DSL,Credit Card (Automatic),58.5,968.45,1,0,0,0,1,1,0,8.9,2023-08-03,2024-12-23,Developing,High
CUS0002402,22,Two Year,Fiber Optic,Credit Card (Automatic),104.99,2420.48,0,0,1,0,0,1,0,8.4,2023-03-04,2024-12-07,Developing,Medium
CUS0002403,20,Month-to-Month,Fiber Optic,Electronic Check,110.21,2124.68,0,0,1,1,1,0,1,5.7,2023-05-04,2024-12-24,Developing,Critical
CUS0002404,14,Month-to-Month,No Internet,Electronic Check,53.52,735.48,0,0,1,1,1,1,1,6.0,2023-11-02,2024-12-14,Developing,High
CUS0002405,18,One Year,DSL,Electronic Check,62.01,1115.1,0,0,0,1,1,0,0,9.2,2023-07-04,2024-12-31,Developing,High
CUS0002406,24,Month-to-Month,Fiber Optic,Credit Card (Automatic),77.4,1914.97,0,0,0,0,1,0,0,9.9,2023-01-02,2024-12-21,Developing,Medium
CUS0002407,17,One Year,Fiber Optic,Electronic Check,99.47,1670.11,0,1,0,0,0,0,1,6.6,2023-08-03,2024-12-16,Developing,High
CUS0002408,22,Two Year,Fiber Optic,Credit Card (Automatic),105.35,2243.51,0,0,1,0,1,0,0,6.8,2023-03-04,2024-12-30,Developing,Medium
CUS0002409,21,One Year,Fiber Optic,Bank Transfer (Automatic),105.85,2215.06,0,1,0,0,1,0,0,8.3,2023-04-03,2024-12-23,Developing,High
CUS0002410,24,Month-to-Month,DSL,Credit Card (Automatic),64.18,1536.7,0,0,0,0,0,1,0,7.4,2023-01-02,2024-12-18,Developing,Medium
CUS0002411,17,One Year,No Internet,Bank Transfer (Automatic),43.03,696.12,1,0,0,1,1,1,0,7.2,2023-08-03,2024-12-18,Developing,Medium
CUS0002412,14,One Year,Fiber Optic,Electronic Check,138.9,1851.43,1,1,0,0,1,1,1,6.1,2023-11-02,2024-12-31,Developing,High
CUS0002413,17,Two Year,No Internet,Mailed Check,51.62,858.03,1,1,0,0,0,0,0,8.6,2023-08-03,2024-12-31,Developing,Low
CUS0002414,24,Month-to-Month,No Internet,Credit Card (Automatic),31.06,763.42,0,1,0,1,0,1,0,9.1,2023-01-02,2024-12-21,Developing,Medium
CUS0002415,16,Month-to-Month,No Internet,Bank Transfer (Automatic),32.17,507.82,0,0,0,1,0,1,0,5.7,2023-09-02,2024-12-06,Developing,High
CUS0002416,23,Month-to-Month,No Internet,Credit Card (Automatic),39.96,892.54,1,1,1,0,1,0,1,6.4,2023-02-01,2024-12-23,Developing,Medium
CUS0002417,19,Month-to-Month,No Internet,Credit Card (Automatic),44.89,819.9,1,1,0,0,0,1,0,10.0,2023-06-03,2024-12-30,Developing,Medium
CUS0002418,18,Month-to-Month,DSL,Bank Transfer (Automatic),47.64,838.7,1,0,0,0,0,0,1,1.9,2023-07-04,2024-12-12,Developing,High
CUS0002419,14,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),89.79,1254.73,0,0,1,0,0,0,0,9.3,2023-11-02,2024-12-05,Developing,High
CUS0002420,24,Two Year,DSL,Electronic Check,78.64,1810.62,0,0,0,1,1,0,0,5.6,2023-01-02,2024-12-05,Developing,Medium
CUS0002421,23,Two Year,No Internet,Mailed Check,33.54,734.0,0,0,0,0,1,1,0,6.8,2023-02-01,2024-12-30,Developing,Medium
CUS0002422,23,One Year,Fiber Optic,Bank Transfer (Automatic),100.6,2227.57,0,0,1,1,1,0,1,4.9,2023-02-01,2024-12-13,Developing,High
CUS0002423,17,Month-to-Month,Fiber Optic,Electronic Check,118.11,2055.65,0,0,0,1,1,1,1,7.1,2023-08-03,2024-12-13,Developing,Critical
CUS0002424,19,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),103.1,1952.3,0,0,1,0,1,0,0,3.5,2023-06-03,2024-12-16,Developing,High
CUS0002425,23,Two Year,No Internet,Electronic Check,41.7,953.84,1,0,1,1,1,1,0,9.5,2023-02-01,2024-12-20,Developing,Medium
CUS0002426,19,Two Year,DSL,Electronic Check,65.81,1190.34,1,0,0,0,1,1,1,6.8,2023-06-03,2024-12-18,Developing,Medium
CUS0002427,17,Two Year,DSL,Bank Transfer (Automatic),55.49,963.23,0,0,0,0,1,0,0,6.9,2023-08-03,2024-12-14,Developing,Medium
CUS0002428,24,One Year,Fiber Optic,Bank Transfer (Automatic),97.42,2268.38,0,0,1,0,1,1,0,9.0,2023-01-02,2024-12-15,Developing,Medium
CUS0002429,21,Month-to-Month,DSL,Mailed Check,53.94,1086.4,0,0,0,1,0,0,1,7.2,2023-04-03,2024-12-02,Developing,High
CUS0002430,16,Two Year,Fiber Optic,Mailed Check,87.52,1448.22,0,0,1,0,1,0,1,5.5,2023-09-02,2024-12-07,Developing,Medium
CUS0002431,23,Month-to-Month,DSL,Electronic Check,55.8,1281.55,1,0,1,0,1,0,0,6.0,2023-02-01,2024-12-09,Developing,High
CUS0002432,15,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),116.02,1783.62,1,1,0,0,0,1,0,7.4,2023-10-03,2024-12-04,Developing,High
CUS0002433,16,One Year,No Internet,Credit Card (Automatic),54.01,891.98,1,0,0,1,1,0,0,9.8,2023-09-02,2024-12-31,Developing,Medium
CUS0002434,17,Month-to-Month,DSL,Electronic Check,87.18,1550.92,0,1,0,1,0,1,0,7.1,2023-08-03,2024-12-18,Developing,High
CUS0002435,18,Month-to-Month,DSL,Credit Card (Automatic),50.63,922.61,0,0,0,0,1,1,0,5.1,2023-07-04,2024-12-03,Developing,High
CUS0002436,15,Month-to-Month,DSL,Mailed Check,62.53,897.46,1,0,0,0,1,0,0,7.2,2023-10-03,2024-12-07,Developing,High
CUS0002437,14,Month-to-Month,DSL,Credit Card (Automatic),66.99,943.27,1,1,0,0,0,1,1,5.3,2023-11-02,2024-12-14,Developing,Medium
CUS0002438,16,Two Year,Fiber Optic,Electronic Check,126.24,2021.76,0,1,0,0,1,1,0,8.1,2023-09-02,2024-12-12,Developing,High
CUS0002439,17,Month-to-Month,DSL,Mailed Check,55.44,900.78,0,0,0,0,0,1,0,4.1,2023-08-03,2024-12-26,Developing,High
CUS0002440,16,Month-to-Month,No Internet,Mailed Check,63.41,994.91,0,1,0,1,1,1,0,8.1,2023-09-02,2024-12-22,Developing,Medium
CUS0002441,23,Month-to-Month,Fiber Optic,Credit Card (Automatic),88.53,2018.31,1,0,0,1,0,1,0,10.0,2023-02-01,2024-12-13,Developing,High
CUS0002442,24,Month-to-Month,DSL,Bank Transfer (Automatic),53.71,1245.34,1,0,0,0,1,1,0,6.1,2023-01-02,2024-12-17,Developing,Medium
CUS0002443,15,Month-to-Month,No Internet,Credit Card (Automatic),38.57,550.13,0,0,0,0,1,0,0,6.0,2023-10-03,2024-12-16,Developing,High
CUS0002444,20,One Year,No Internet,Electronic Check,53.28,1092.98,1,0,1,0,1,1,0,7.7,2023-05-04,2024-12-28,Developing,High
CUS0002445,22,Month-to-Month,DSL,Electronic Check,72.3,1646.53,1,1,1,1,1,1,0,5.1,2023-03-04,2024-12-02,Developing,High
CUS0002446,16,One Year,DSL,Bank Transfer (Automatic),63.04,981.32,0,0,0,1,1,0,0,7.6,2023-09-02,2024-12-31,Developing,Medium
CUS0002447,14,Two Year,No Internet,Mailed Check,44.62,593.68,0,0,0,1,0,1,1,3.8,2023-11-02,2024-12-18,Developing,Medium
CUS0002448,14,One Year,No Internet,Credit Card (Automatic),41.99,610.78,1,0,1,0,1,1,0,8.3,2023-11-02,2024-12-29,Developing,Medium
CUS0002449,13,Month-to-Month,No Internet,Credit Card (Automatic),35.51,444.73,0,0,1,1,1,1,0,5.6,2023-12-03,2024-12-07,Developing,High
CUS0002450,16,Month-to-Month,DSL,Bank Transfer (Automatic),57.11,904.92,1,1,1,0,1,1,0,10.0,2023-09-02,2024-12-04,Developing,Medium
CUS0002451,22,Two Year,Fiber Optic,Electronic Check,100.66,2184.84,0,0,0,1,1,1,0,6.9,2023-03-04,2024-12-06,Developing,High
CUS0002452,21,Month-to-Month,Fiber Optic,Mailed Check,93.37,1894.94,0,1,0,1,1,0,0,9.3,2023-04-03,2024-12-22,Developing,High
CUS0002453,23,Two Year,Fiber Optic,Bank Transfer (Automatic),70.14,1629.16,0,1,0,0,0,0,0,9.1,2023-02-01,2024-12-10,Developing,Medium
CUS0002454,19,Two Year,No Internet,Credit Card (Automatic),51.63,1022.03,0,0,0,1,1,1,0,3.4,2023-06-03,2024-12-30,Developing,Medium
CUS0002455,24,Two Year,No Internet,Bank Transfer (Automatic),45.04,1082.44,1,0,0,0,1,1,0,9.6,2023-01-02,2024-12-16,Developing,Low
CUS0002456,22,Two Year,DSL,Credit Card (Automatic),58.75,1353.62,1,1,0,1,1,1,1,5.0,2023-03-04,2024-12-12,Developing,Low
CUS0002457,19,One Year,DSL,Mailed Check,71.04,1308.02,1,0,1,1,1,0,0,8.8,2023-06-03,2024-12-27,Developing,Medium
CUS0002458,19,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),107.02,2104.24,0,1,0,1,1,0,0,10.0,2023-06-03,2024-12-31,Developing,High
CUS0002459,20,Two Year,DSL,Electronic Check,61.03,1190.93,1,1,0,1,1,1,0,9.9,2023-05-04,2024-12-25,Developing,Medium
CUS0002460,13,Month-to-Month,DSL,Electronic Check,61.27,776.64,1,0,0,0,1,1,0,8.4,2023-12-03,2024-12-10,Developing,High
CUS0002461,22,Month-to-Month,Fiber Optic,Mailed Check,84.49,1787.72,1,1,0,1,1,1,1,3.8,2023-03-04,2024-12-18,Developing,High
CUS0002462,22,One Year,Fiber Optic,Credit Card (Automatic),105.75,2411.1,1,0,0,0,1,1,0,8.5,2023-03-04,2024-12-18,Developing,High
CUS0002463,20,One Year,DSL,Credit Card (Automatic),63.08,1289.99,0,0,1,0,0,1,1,4.0,2023-05-04,2024-12-16,Developing,Medium
CUS0002464,16,Two Year,Fiber Optic,Electronic Check,86.7,1365.23,0,0,0,0,1,0,0,7.0,2023-09-02,2024-12-16,Developing,High
CUS0002465,16,One Year,No Internet,Credit Card (Automatic),46.91,739.26,1,1,1,0,0,1,0,7.2,2023-09-02,2024-12-13,Developing,Medium
CUS0002466,16,Month-to-Month,Fiber Optic,Credit Card (Automatic),99.06,1639.61,1,0,0,0,0,0,0,8.0,2023-09-02,2024-12-27,Developing,High
CUS0002467,18,Two Year,No Internet,Electronic Check,61.44,1153.21,1,1,0,0,1,1,0,6.8,2023-07-04,2024-12-21,Developing,Medium
CUS0002468,19,Two Year,Fiber Optic,Mailed Check,126.86,2435.03,0,1,0,0,0,1,0,7.7,2023-06-03,2024-12-21,Developing,Medium
CUS0002469,18,One Year,Fiber Optic,Bank Transfer (Automatic),133.64,2383.11,0,0,0,0,1,1,0,8.5,2023-07-04,2024-12-03,Developing,High
CUS0002470,13,Month-to-Month,DSL,Electronic Check,62.07,770.85,1,0,0,0,0,0,0,6.9,2023-12-03,2024-12-23,Developing,High
CUS0002471,24,Month-to-Month,DSL,Bank Transfer (Automatic),65.65,1516.76,0,0,0,1,0,0,0,4.4,2023-01-02,2024-12-20,Developing,Medium
CUS0002472,20,One Year,DSL,Electronic Check,72.01,1388.61,0,0,0,1,1,0,0,9.1,2023-05-04,2024-12-19,Developing,High
CUS0002473,22,Month-to-Month,Fiber Optic,Credit Card (Automatic),103.44,2224.89,0,1,0,1,0,1,0,8.0,2023-03-04,2024-12-08,Developing,High
CUS0002474,23,Month-to-Month,Fiber Optic,Electronic Check,126.63,2841.73,0,0,0,0,1,1,0,7.2,2023-02-01,2024-12-22,Developing,Critical
CUS0002475,19,One Year,DSL,Credit Card (Automatic),56.76,1083.06,0,1,0,1,0,0,0,7.6,2023-06-03,2024-12-11,Developing,Medium
CUS0002476,18,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),95.23,1790.26,0,0,0,0,1,0,0,9.1,2023-07-04,2024-12-13,Developing,High
CUS0002477,18,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),69.71,1300.16,0,1,0,1,1,1,0,7.2,2023-07-04,2024-12-31,Developing,Medium
CUS0002478,17,Month-to-Month,DSL,Credit Card (Automatic),74.3,1264.26,0,0,0,1,0,1,0,5.6,2023-08-03,2024-12-07,Developing,High
CUS0002479,18,Month-to-Month,Fiber Optic,Credit Card (Automatic),80.74,1383.17,0,0,1,0,1,1,0,6.6,2023-07-04,2024-12-12,Developing,High
CUS0002480,24,One Year,Fiber Optic,Electronic Check,110.26,2532.03,0,0,0,1,1,1,0,8.1,2023-01-02,2024-12-12,Developing,High
CUS0002481,21,Month-to-Month,Fiber Optic,Mailed Check,86.32,1878.04,0,0,1,0,0,0,1,5.8,2023-04-03,2024-12-22,Developing,High
CUS0002482,22,Month-to-Month,No Internet,Credit Card (Automatic),50.92,1096.0,1,1,0,0,0,0,0,5.3,2023-03-04,2024-12-30,Developing,Medium
CUS0002483,21,One Year,Fiber Optic,Electronic Check,92.58,1908.81,1,1,0,1,1,1,1,8.3,2023-04-03,2024-12-22,Developing,High
CUS0002484,22,Two Year,No Internet,Bank Transfer (Automatic),38.71,820.94,0,0,1,1,1,1,0,10.0,2023-03-04,2024-12-29,Developing,Medium
CUS0002485,20,One Year,Fiber Optic,Bank Transfer (Automatic),74.46,1447.97,0,0,0,1,0,1,1,8.0,2023-05-04,2024-12-15,Developing,Medium
CUS0002486,22,Month-to-Month,DSL,Credit Card (Automatic),58.74,1259.61,0,1,0,1,1,0,1,6.3,2023-03-04,2024-12-11,Developing,Medium
CUS0002487,21,Month-to-Month,Fiber Optic,Electronic Check,135.85,2827.77,1,0,0,0,1,0,0,6.9,2023-04-03,2024-12-20,Developing,Critical
CUS0002488,22,Two Year,DSL,Electronic Check,85.64,1907.28,0,0,0,0,0,1,1,6.9,2023-03-04,2024-12-23,Developing,High
CUS0002489,20,Month-to-Month,No Internet,Electronic Check,29.26,576.61,0,0,1,0,0,1,0,7.8,2023-05-04,2024-12-24,Developing,High
CUS0002490,20,One Year,No Internet,Electronic Check,38.86,773.3,0,1,0,0,0,1,1,5.2,2023-05-04,2024-12-09,Developing,High
CUS0002491,13,Month-to-Month,DSL,Credit Card (Automatic),56.28,708.37,0,0,0,0,0,0,0,6.4,2023-12-03,2024-12-05,Developing,High
CUS0002492,22,Month-to-Month,No Internet,Credit Card (Automatic),55.52,1167.26,0,0,0,1,1,1,1,4.1,2023-03-04,2024-12-11,Developing,High
CUS0002493,23,Two Year,Fiber Optic,Electronic Check,81.63,1849.0,0,1,0,1,0,0,0,8.1,2023-02-01,2024-12-02,Developing,Medium
CUS0002494,17,One Year,DSL,Electronic Check,82.28,1337.56,0,1,1,1,0,1,0,8.9,2023-08-03,2024-12-03,Developing,High
CUS0002495,16,One Year,DSL,Bank Transfer (Automatic),67.58,1059.62,1,0,1,0,0,0,0,7.2,2023-09-02,2024-12-13,Developing,Medium
CUS0002496,14,Month-to-Month,No Internet,Credit Card (Automatic),77.62,1123.37,0,0,0,1,1,1,1,5.1,2023-11-02,2024-12-05,Developing,High
CUS0002497,20,Month-to-Month,Fiber Optic,Credit Card (Automatic),95.2,1878.66,0,1,0,0,1,0,1,6.5,2023-05-04,2024-12-28,Developing,High
CUS0002498,15,One Year,No Internet,Electronic Check,35.69,518.93,0,1,0,1,1,1,1,3.9,2023-10-03,2024-12-22,Developing,Medium
CUS0002499,16,One Year,DSL,Electronic Check,64.93,1080.65,0,0,0,0,1,0,1,4.2,2023-09-02,2024-12-30,Developing,High
CUS0002500,24,Month-to-Month,DSL,Bank Transfer (Automatic),70.13,1706.57,1,0,0,0,0,1,1,4.2,2023-01-02,2024-12-14,Developing,Medium
CUS0002501,19,Month-to-Month,Fiber Optic,Mailed Check,113.92,2270.16,0,1,0,1,1,1,0,9.4,2023-06-03,2024-12-11,Developing,High
CUS0002502,22,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),129.13,2784.11,0,0,1,1,1,1,0,9.0,2023-03-04,2024-12-28,Developing,High
CUS0002503,21,Two Year,DSL,Electronic Check,58.52,1192.1,0,0,0,0,1,1,1,1.0,2023-04-03,2024-12-03,Developing,Medium
CUS0002504,14,One Year,DSL,Bank Transfer (Automatic),75.96,1041.95,1,1,1,0,1,1,0,6.9,2023-11-02,2024-12-21,Developing,Medium
CUS0002505,15,Two Year,No Internet,Bank Transfer (Automatic),38.22,591.22,0,1,1,1,1,1,0,9.6,2023-10-03,2024-12-23,Developing,Low
CUS0002506,16,Month-to-Month,DSL,Credit Card (Automatic),63.13,974.88,0,1,0,1,0,1,1,4.0,2023-09-02,2024-12-02,Developing,Medium
CUS0002507,22,Two Year,DSL,Electronic Check,42.95,920.43,0,1,1,1,1,1,1,2.0,2023-03-04,2024-12-12,Developing,Medium
CUS0002508,13,Month-to-Month,No Internet,Bank Transfer (Automatic),36.53,484.47,1,0,0,1,0,1,0,8.9,2023-12-03,2024-12-10,Developing,Medium
CUS0002509,19,Month-to-Month,DSL,Credit Card (Automatic),64.37,1252.14,1,0,0,0,1,0,0,8.2,2023-06-03,2024-12-11,Developing,High
CUS0002510,14,Two Year,DSL,Electronic Check,65.03,952.19,0,0,0,0,0,1,0,6.0,2023-11-02,2024-12-20,Developing,Medium
CUS0002511,17,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),96.02,1710.72,1,1,0,1,0,1,0,6.3,2023-08-03,2024-12-28,Developing,High
CUS0002512,13,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),121.65,1607.31,0,1,1,1,1,0,0,7.4,2023-12-03,2024-12-13,Developing,High
CUS0002513,15,Month-to-Month,DSL,Credit Card (Automatic),85.72,1268.16,0,1,1,1,1,0,1,5.1,2023-10-03,2024-12-10,Developing,High
CUS0002514,24,Month-to-Month,No Internet,Electronic Check,53.59,1280.12,0,0,1,1,1,1,0,7.6,2023-01-02,2024-12-02,Developing,High
CUS0002515,14,One Year,Fiber Optic,Mailed Check,97.12,1351.42,1,0,0,0,1,0,1,8.5,2023-11-02,2024-12-30,Developing,High
CUS0002516,13,One Year,Fiber Optic,Electronic Check,110.47,1419.94,0,0,0,0,0,0,0,6.9,2023-12-03,2024-12-23,Developing,High
CUS0002517,19,One Year,DSL,Electronic Check,59.53,1112.77,0,0,0,1,1,1,0,6.3,2023-06-03,2024-12-15,Developing,High
CUS0002518,17,One Year,Fiber Optic,Credit Card (Automatic),75.43,1239.72,0,1,1,0,1,1,0,8.4,2023-08-03,2024-12-20,Developing,Medium
CUS0002519,13,One Year,DSL,Mailed Check,54.21,695.3,0,0,1,0,1,1,0,8.1,2023-12-03,2024-12-12,Developing,Medium
CUS0002520,18,Month-to-Month,DSL,Electronic Check,70.07,1320.44,1,1,0,1,1,1,0,9.4,2023-07-04,2024-12-07,Developing,High
CUS0002521,17,Month-to-Month,Fiber Optic,Mailed Check,107.61,1899.28,1,1,0,1,1,1,0,7.2,2023-08-03,2024-12-22,Developing,High
CUS0002522,15,Two Year,No Internet,Electronic Check,26.79,406.56,0,0,0,1,0,0,0,8.1,2023-10-03,2024-12-06,Developing,Medium
CUS0002523,24,Month-to-Month,DSL,Credit Card (Automatic),86.01,2000.83,1,1,1,1,1,0,0,6.0,2023-01-02,2024-12-28,Developing,Medium
CUS0002524,19,One Year,DSL,Electronic Check,77.24,1523.13,0,1,0,0,0,0,0,8.4,2023-06-03,2024-12-11,Developing,High
CUS0002525,23,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),115.81,2613.52,1,1,1,0,1,1,0,7.1,2023-02-01,2024-12-10,Developing,High
CUS0002526,22,One Year,Fiber Optic,Bank Transfer (Automatic),79.07,1747.49,0,0,0,0,1,0,0,7.0,2023-03-04,2024-12-06,Developing,Medium
CUS0002527,21,One Year,No Internet,Bank Transfer (Automatic),37.29,815.34,0,1,1,0,1,1,1,6.3,2023-04-03,2024-12-02,Developing,Medium
CUS0002528,21,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),65.29,1348.42,0,0,1,1,1,1,0,8.4,2023-04-03,2024-12-09,Developing,High
CUS0002529,21,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),87.62,1916.08,0,0,0,0,1,0,0,6.3,2023-04-03,2024-12-11,Developing,High
CUS0002530,14,One Year,Fiber Optic,Mailed Check,85.12,1160.12,1,1,0,1,1,1,0,6.8,2023-11-02,2024-12-03,Developing,Medium
CUS0002531,15,Month-to-Month,Fiber Optic,Electronic Check,85.86,1343.11,1,0,0,1,1,1,1,5.4,2023-10-03,2024-12-16,Developing,High
CUS0002532,19,Month-to-Month,Fiber Optic,Electronic Check,87.74,1643.5,1,0,1,1,1,1,0,9.9,2023-06-03,2024-12-30,Developing,High
CUS0002533,17,One Year,Fiber Optic,Credit Card (Automatic),110.74,1858.97,1,0,0,0,1,1,0,9.4,2023-08-03,2024-12-12,Developing,High
CUS0002534,14,Month-to-Month,No Internet,Electronic Check,36.67,516.1,0,0,0,0,1,1,1,3.7,2023-11-02,2024-12-11,Developing,High
CUS0002535,15,Two Year,DSL,Bank Transfer (Automatic),47.58,702.78,0,1,0,1,1,1,0,9.8,2023-10-03,2024-12-19,Developing,Low
CUS0002536,22,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),96.39,2109.97,1,1,0,1,0,1,1,4.7,2023-03-04,2024-12-16,Developing,High
CUS0002537,18,Month-to-Month,DSL,Electronic Check,62.89,1132.17,0,0,0,1,0,1,1,6.0,2023-07-04,2024-12-21,Developing,High
CUS0002538,19,One Year,Fiber Optic,Mailed Check,106.76,2026.62,0,1,0,0,0,1,1,3.4,2023-06-03,2025-01-01,Developing,High
CUS0002539,21,Month-to-Month,DSL,Electronic Check,67.3,1478.47,1,0,1,0,0,1,1,6.0,2023-04-03,2024-12-21,Developing,High
CUS0002540,13,Month-to-Month,Fiber Optic,Electronic Check,111.78,1421.43,0,0,0,0,1,1,1,5.8,2023-12-03,2024-12-23,Developing,Critical
CUS0002541,23,Month-to-Month,Fiber Optic,Electronic Check,71.22,1602.77,0,1,0,0,1,0,0,8.3,2023-02-01,2024-12-27,Developing,High
CUS0002542,19,Month-to-Month,No Internet,Electronic Check,32.76,643.47,0,0,0,0,0,1,0,5.7,2023-06-03,2024-12-02,Developing,High
CUS0002543,20,Month-to-Month,Fiber Optic,Bank Transfer (Automatic),102.75,2032.81,0,1,0,0,0,0,1,4.8,2023-05-04,2024-12-26,Developing,High
CUS0002544,24,Month-to-Month,No Internet,Credit Card (Automatic),30.46,699.84,0,1,0,1,0,1,0,5.0,2023-01-02,2024-12-22,Developing,Medium
CUS0002545,15,Month-to-Month,Fiber Optic,Credit Card (Automatic),91.83,1374.87,0,0,0,0,1,0,0,9.2,2023-10-03,2024-12-02,Developing,High
CUS0002546,16,Month-to-Month,Fiber Optic,Credit Card (Automatic),107.52,1728.96,0,0,0,0,1,1,1,6.1,2023-09-02,2024-12-08,Developing,High
